a_AssetID,Phase,i_Identifier,a_Title_Series,a_Title_Episode,a_Date,a_DateType,a_Description,i_Transfer Date,Transfer_Deck,i_TransferNotes,i_FormatPhysical,i_FormatMediaType,i_FormatGeneration,i_ChannelConfiguation,i_Speed,i_Duration,i_Location,i_Box,a_DigitalStorageLocation,a_DigitalStorageLocation copy,Size of AIP (in gb),QC & Caption Notes,a_Description_Type,QC Pass Date,i_Stock,i_Brand,i_CreatorID,i_Date,i_DateType,a_AssetType,i_ConditionNotes,a_Contributers,ia upload,youtube,not in filemaker,cannot be digitized,Rights,CaptionFile,Base,Institution,Collections,Collections 2,formula,Digitized,PsC - Original Tape ID,PsC - Original Label (if different),PsC - Original Date,PsC - Additional Notes on Metadata,On Hold Notes,Transfer Technician,a_Title_Spanish,a_Episode_Number,PcS - CUNY-TV Asset ID on Cassette,Extent
CLIR0326,Completed for Project,UMA02858,City Club of New York Friday Forum,N.Y.C. Police Commissioner Raymond Kelly,1993-12-03,created,"This episode of the City Club of New York's Friday Forum invites NYC Police Commissioner Ray Kelly to report on the state of the police department after an eventful year. Topics include the 1993 World Trade Center bombing, community policing, budget and administration, and gun regulation. The discussion is followed by a Q&A with the audience. Moderated by Sally Goodgold (Chair, Board of Trustees, City Club) and recorded on December 3rd, 1993 at CUNY Graduate Center. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-10,U-Matic VTRA0003 (TBC 1),Stereo. Baked for 30 hours at 125 degrees. I did minimal adjustments because the tape is already so damaged. It is a little on the dark side and the phase is a bit uneven. ,3/4 inch videotape: U-matic SP,Moving Image,,,,57:11,,CCLB000001,E/F00159,0,52.0,,Episode,9/9/2021,187,AMPEX,,1993-12-02,created,Episode,,,checked,,,,,,,City Club,,,reckxqpAGJaLjs5OZ,1,,,,,,Kelly Haydon,,,,1
CLIR0327,Completed for Project,UMA02865,City Club of New York Friday Forum,Diesel Exhaust: Your Lungs,1993-10-29,created,"On this episode of the City Club of New York's Friday Forum, panelists discuss the health effects of particulate emissions and the implications for public policy and city services. The discussion is followed by a Q&A with the audience. Moderated by Ed Tristram (President, City Club) and recorded on October 29th, 1993 the Club's headquarters. 

Panelists include:

- Rudy Kapichak (U.S. Environmental Protection Agency Air Quality Division) 
- Mark Simon (Director, Alternative Fuels Program, NYC Department of Environmental Protection) 
- Richard Kassel (Natural Resources Defense Council) 
- Peggy Shepard (West Harlem Environmental Action)

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).

",2021-08-10,U-Matic VTRA0003 (TBC 1),Baked 30 hours on 8/05/2021. Set levels to program. Phase slightly off but avoided adjustments because the tape is so degraded. ,3/4 inch videotape: U-matic SP,Moving Image,,,,57:54,,CCLB000002,E/F00159,0,43.0,,Episode,9/9/2021,187,AMPEX,,1993-10-28,created,Episode,,,checked,,,,,,,City Club,,,reclmx30SMJ4GnjOK,1,,,,,,,,,,1
CLIR0328,Completed for Project,UMA02931,City Club of New York Friday Forum,Dr. Betty Shabazz,1993-03-03,created,"Racism and Education the potential for a basic approach
sally goodgold, chair, exec comm

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).
",2021-08-10,U-Matic VTRA0003 (TBC 1),Stereo. Luma and audio levels/phas were adjusted to program. One of the cameras on the audience during q&a has heavy dropout. ,3/4 inch videotape: U-matic SP,Moving Image,,,,57:06,,CCLB000006,E/F00159,0,56.0,,Episode,9/10/2021,60BRS,Sony,,1993-03-02,created,Episode,,,checked,,,,,,,City Club,,,recCWNQuO7b8tziMd,1,,,,,,,,,,1
CLIR0329,Completed for Project,VHS00463,City Club of New York Friday Forum,Assisted Living Quarters for the Aged,1997-03-07,created,,,,duplicate,VHS,Moving Image,,,,,,CCLB000016,,1,,,,,TS120,Sony,,1997-03-06,created,Episode,,,,,,,,,,City Club,,,recGytsO8nQgvw3hf,,,,,,,,,,,1
CLIR0329,Completed for Project,UMA02884,City Club of New York Friday Forum,Assisted Living for Seniors ,1997-03-18,created,"In this episode of the City Club of New York's Friday Forum, panelists discuss public assistance for seniors living in New York City. The discussion is followed by a Q&A with the audience. Moderated by Barbara Eber-Schmid (President, City Club of New York) and recorded on March 7th, 1997 at the CUNY Graduate Center. 

Panelists include: 

-  Peter Slatin (Commercial Real Estate Journalist) 
-  Wayne Kaplan (Kapson Senior Quarters) 
 - John Tynan (Brooklyn Diocese Catholic Charities)

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-09-09,U-Matic VTRA0003 (TBC 1),Stereo. Adjusted levels to program. ,3/4 inch videotape: U-matic SP,Moving Image,,,,57:41,,CCLB000003,E/F00156,0,,,,9/10/2021,KSP-60,Sony,,1997-03-17,created,Episode,,,checked,,,,,,,City Club,,,rec0n3bV7Ldm9RI80,1,,,,,,,,,,1
CLIR0330,Completed for Project,UMA02989,City Club of New York Friday Forum,David Dinkins on Police Brutality,1997-09-19,created,"On this episode of the City Club of New York's Friday Forum, former mayor of New York City, the Honorable David Dinkins, discusses police brutality and possible reforms. The discussion is followed by a Q&A with the audience. Moderated by Norma Munn (Chair, Board of Trustees, City Club) and recorded on September 19th, 1997 at Bell Atlantic. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-10-26,U-Matic VTRA0003 (TBC 1),Stereo. Adjusted audio to tone and video to program. Adjusted skew as flagging is visible at the top. Redigitized on 10/29/2021 due to processing errors on ingest 15. ,3/4 inch videotape: U-matic SP,Moving Image,,,,1:03:00,,CCLB000009,E/F00159,0,48.0,,Episode,,KSP-60,Sony,,1997-09-18,created,Episode,,,checked,,,,,,,City Club,,,recFWaWqw98qGgNMX,1,,,,,,,,,,1
CLIR0331,Completed for Project,VHS00454,City Club of New York Friday Forum,Albanese,1997-02-07,created,,,,duplicate,VHS,Moving Image,,,,,,CCLB000016,,1,,,,,TS120,Sony,,1997-02-06,created,Episode,,,,,,,,,,City Club,,,recS8fDY99Dm2knp6,,,,,,,,,,,1
CLIR0331,Completed for Project,UMA02889,City Club of New York Friday Forum,Sal Albanese at F.I.T,1997-02-11,created,"This episode of the City Club's Friday Forum invites  CityCouncil Member Sal Albanese to speak on various issues impacting New York City. Following the lecture is a Q&A with the audience. Hosted and moderated by Norma Munn (Chair, Board of Trustees at City Club). Recorded on February 7, 1997, at the Fashion Institute of Technology. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).""",2022-01-27,U-Matic VTRA0003 (TBC 1),"2022-01-27: Retransferred due to dropped frames. 
2021-09-09: Stereo, all levels set to program. ",3/4 inch videotape: U-matic SP,Moving Image,,,,0:57,,CCLB000003,CLIR Ingest Drive,0,52.6,,,1/31/2022,KSP-60,Sony,,1997-02-10,created,Episode,,,checked,,,,,,,City Club,,,recniz5yS2mY5wdUd,1,,,,,,,,,,1
CLIR0332,Completed for Project,VHS00480,City Club of New York Friday Forum,What Happened Last Election,1997-11-14,created,"This episode of the City of New York's Friday Forum invites public policy experts to discuss the implications of the most recent mayoral election. Panelists include Ayo Harrington (President, United Parents Association of NYC), Wayne Barrett (Senior Editor, Village Voice), and Sandy Frucher (Real Estate Developer). Moderated by Norma Munn (Chair, Board of Trustees, City Club) and recorded at Bell Atlantic Center. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-09-08,VHS SVO-5800 (TBC 2),Stereo. Adjusted H-position. Adjusted luma and audio levels to program. ,VHS,Moving Image,,,,59:45,,CCLB000017,E/F00156,0,42.0,,,9/10/2021,TS120,Sony,,1997-11-13,created,Episode,,,checked,,,,,,,City Club,,,recrZ0a4jsu9wspk1,1,,,,,,,,,,1
CLIR0333,Completed for Project,UMA02940,City Club of New York Friday Forum,Rudolph Giuliani,1993-05-14,created,"This episode of the City Club of New York's Friday Forum invites mayoral candidate Rudolph Giuliani to speak on issues that concern the city. Moderated by Audrey Isaacs (President, City Club) and recorded on May 14th, 1993 at the CUNY Graduate Center. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-24,U-Matic VTRA0003 (TBC 1),Stereo. Adjusted levels to bars/tone. ,3/4 inch videotape: U-matic SP,Moving Image,Moving image/Dub,,,56:58,,CCLB000006,E/F00156,0,,,,9/10/2021,197,AMPEX,,1993-05-13,created,Episode,,,checked,,,,,,,City Club,,,recElqYlOeFgR6Nab,1,,,,,,,,,,1
CLIR0334,Completed for Project,UMA02949,City Club of New York Friday Forum,Mayor Rudy Giuliani,1995-09-22,created,"This episode of the City Club of New York's Friday Forum invites Mayor Rudy Giuliani to address the state of the city under his administration. The discussion is followed by a Q&A with the audience. Moderated by Norma Munn of the City Club Executive Committee and recorded at the CUNY Graduate Center.  

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-19,U-Matic VTRA0003 (TBC 1),Stereo. Adjusted levels to program. Dropout and some tape damage observed. ,3/4 inch videotape: U-matic SP,Moving Image,,,,58:44,,CCLB000007,E/F00156,0,53.0,,,9/10/2021,KSP-60,Sony,,1995-09-21,created,Episode,,,checked,,,,,,,City Club,,,recM0aUmRjAfpty1y,1,,,,,,,,,,1
CLIR0335,Completed for Project,UMA02902,City Club of New York Friday Forum,"Vincent Tese, Commissioner of Economic Development",1994-01-07,created,"This episode of the City Club of New York invites Vincent Tese, New York State Commissioner of Economic Development, to discuss a variety of financial issues impacting both the city and state, particularly those related to the workforce. Moderated by Ed Tristram (President, City Club) and recorded on January 7th, 1994 at the CUNY Graduate Center. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-18,U-Matic VTRA0003 (TBC 1),Stereo. Set luma to program; set audio to tone. ,3/4 inch videotape: U-matic SP,Moving Image,,,,1:01:35,,CCLB000004,E/F00156,0,55.0,,,9/10/2021,187,AMPEX,,1994-01-06,created,Episode,,,checked,,,,,,,City Club,,,recbdj8WBsHKfM6zo,1,,,,,,,,,,1
CLIR0335,Completed for Project,UMA02904,City Club of New York Friday Forum,Vincent Tese,1994-02-19,created,,,,duplicate,3/4 inch videotape: U-matic SP,Moving Image,,,,,,CCLB000004,,1,,,,,KSP-60,Sony,,1994-02-18,created,Episode,,,,,,,,,,City Club,,,recVLK0dekFqSuIEA,,,,,,,,,,,1
CLIR0336,Completed for Project,UMA03090,City Club of New York Friday Forum,Wayne Barrett ,1996-05-21,created,"This episode of the City Club of New York's Friday Forum invites Wayne Barrett (Senior Editor, Village Voice) to talk about ethics issues and the Mayor Giuliani administration. The discussion is followed by a Q&A with the audience. Moderated by Barbara Eber-Schmid (President, City Club) and recorded on May 17th, 1996 at the NYNEX building. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-17,U-Matic VTRA0003 (TBC 1),Stereo. Luma was set to program; audio was set to bars. Light dropout observed. ,3/4 inch videotape: U-matic SP,Moving Image,,,,59:02,,CCLB000016,E/F00156,0,52.0,"Dark, but recorded that way. No clipping. ",,9/3/2021,KSP-60,Sony,,1996-05-20,created,Episode,,,checked,,,,,,,City Club,,,recQAXf4z9I2AWFTk,1,,,,,,,,,,1
CLIR0337,Completed for Project,UMA02897,City Club of New York Friday Forum,James Tallon,1995-10-13,created,,,,duplicate,3/4 inch videotape: U-matic SP,Moving Image,,,,,,CCLB000004,,1,,,,,KSP-60,Sony,,1995-10-12,created,Episode,,,,,,,,,,City Club,,,recahaMz24Rlb644N,,,,,,,,,,,1
CLIR0337,Completed for Project,UMA02891,City Club of New York Friday Forum,James Tallon,1995-10-13,created,,2021-09-08,U-Matic VTRA0003 (TBC 1),Stereo. Adjusted levels to program. Dropout and some tape damage observed. ,3/4 inch videotape: U-matic SP,Moving Image,,,,57:10,,CCLB000003,E/F00156,0,56.1,"James Tallon (President, United Hospital Fund)
Moderated by Deborah Sale. ",,9/11/2021,KSP-60,Sony,,1995-10-12,created,Episode,,,checked,,,,,,,City Club,,,recQRvendKYozkGlN,1,,,,,,,,,,1
CLIR0337,Completed for Project,UMA02899,City Club of New York Friday Forum,James Tallon,1995-10-18,created,,,,duplicate,3/4 inch videotape: U-matic SP,Moving Image,,,,,,CCLB000004,,1,,,,,KSP-60,Sony,,1995-10-17,created,Episode,,,,,,,,,,City Club,,,recPpGvwzV9FjzCh9,,,,,,,,,,,1
CLIR0338,Completed for Project,UMA02925,City Club of New York Friday Forum,Cooper Union Taxi Proposal,1994-04-08,created,"In this episode of the City Club of New York's Friday Forum, William ""Bill"" Plumb introduces a proposal for a new taxicab design. The design addresses New Yorkers' concerns about the environment and accessibility for the disabled. Moderated by Steve Wilder (Member, Transportation Committee) and followed by a Q&A with the audience. Recorded on April 8th, 1994 at CUNY Graduate Center. 

The City Club of New York (CCNY) is a social and political organization founded in 1829. Their weekly public policy debates and discussions were broadcast on CUNY-TV throughout the 1990s. Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-08-19,U-Matic VTRA0003 (TBC 1),Stereo. Adjust luma and audio phase/levels to program. ,3/4 inch videotape: U-matic SP,Moving Image,,,,1:05:00,,CCLB000005,E/F00156,0,53.0,,,9/11/2021,197,AMPEX,,1994-04-07,created,Episode,,,checked,,,,,,,City Club,,,rec9XxsI7YW4Vq4mY,1,,,,,,,,,,1
CLIR0338,Completed for Project,UMA02918,City Club of New York Friday Forum,Taxis,1994-04-12,created,,,,duplicate,3/4 inch videotape: U-matic SP,Moving Image,,,,,,CCLB000005,,1,,,,,KSP-60,Sony,,1994-04-11,created,Episode,,,,,,,,,,City Club,,,recw9LAucshcrwDgS,,,,,,,,,,,1
